state,specialty_clean,payment_type_clean,payment_amount
AL,Geriatric Medicine,Education,113.62
AL,Geriatric Medicine,Food & Beverage,2132.16
AL,Geriatric Psychiatry,Food & Beverage,646.1800000000001
AL,Gerontology,Consulting,1022.5
AL,Gerontology,Device / Supply Loan,960.0
AL,Gerontology,Education,514.67
AL,Gerontology,Food & Beverage,34329.34
AL,Gerontology,Non-consulting professional services,13455.0
AL,Gerontology,Travel & Lodging,1008.4300000000001
AL,Glaucoma Specialist,Education,35.68
AL,Glaucoma Specialist,Food & Beverage,502.76
AL,Gynecologic Oncology,Consulting,6555.0
AL,Gynecologic Oncology,Education,1268.08
AL,Gynecologic Oncology,Food & Beverage,9739.02
AL,Gynecologic Oncology,Grant,888.48
AL,Gynecologic Oncology,Non-consulting professional services,29633.0
AL,Gynecologic Oncology,Other,64.34
AL,Gynecologic Oncology,Travel & Lodging,13330.32
AL,Gynecology,Consulting,2113.0
AL,Gynecology,Education,1229.8
AL,Gynecology,Food & Beverage,6662.07
AL,Gynecology,Travel & Lodging,4623.78
AL,Hand Surgery,Consulting,3950.0
AL,Hand Surgery,Education,132.64
AL,Hand Surgery,Food & Beverage,6147.77
AL,Hand Surgery,Non-consulting professional services,24962.0
AL,Hand Surgery,Royalty / License,677.5
AL,Hand Surgery,Travel & Lodging,7375.389999999999
AL,Hematology,Food & Beverage,1891.65
AL,Hematology & Oncology,Consulting,241116.64
AL,Hematology & Oncology,Device / Supply Loan,3810.89
AL,Hematology & Oncology,Education,5134.18
AL,Hematology & Oncology,Food & Beverage,195460.5
AL,Hematology & Oncology,Grant,84.2
AL,Hematology & Oncology,Honoraria,23568.0
AL,Hematology & Oncology,Non-consulting professional services,243106.0
AL,Hematology & Oncology,Other,2695.0
AL,Hematology & Oncology,Travel & Lodging,48048.27
AL,Hepatology,Food & Beverage,190.26
AL,Hepatology,Honoraria,3000.0
AL,Hepatology,Travel & Lodging,345.86
AL,Hospice,Food & Beverage,121.82
AL,Hospice and Palliative Medicine,Consulting,109214.32
AL,Hospice and Palliative Medicine,Education,21.0
AL,Hospice and Palliative Medicine,Food & Beverage,178.9
AL,Hospitalist,Food & Beverage,15432.7
AL,Hospitalist,Grant,6060.61
AL,Hospitalist,Travel & Lodging,3323.46
AL,Infectious Disease,Consulting,66353.04
AL,Infectious Disease,Education,1802.4299999999998
AL,Infectious Disease,Food & Beverage,21911.21
AL,Infectious Disease,Honoraria,817.3
AL,Infectious Disease,Non-consulting professional services,94667.8
AL,Infectious Disease,Other,5000.0
AL,Infectious Disease,Travel & Lodging,42469.12
AL,Internal Medicine,Consulting,177072.11
AL,Internal Medicine,Device / Supply Loan,465.76
AL,Internal Medicine,Education,6264.65
AL,Internal Medicine,Food & Beverage,632749.35
AL,Internal Medicine,Grant,79102.72
AL,Internal Medicine,Honoraria,15437.5
AL,Internal Medicine,Non-consulting professional services,387534.55
AL,Internal Medicine,Travel & Lodging,79278.98
AL,Interventional Cardiology,Consulting,43937.5
AL,Interventional Cardiology,Device / Supply Loan,960.0
AL,Interventional Cardiology,Food & Beverage,63807.11
AL,Interventional Cardiology,Grant,39393.93
AL,Interventional Cardiology,Non-consulting professional services,16000.5
AL,Interventional Cardiology,Travel & Lodging,38795.88
AL,Interventional Pain Medicine,Consulting,500.0
AL,Interventional Pain Medicine,Education,77.0
AL,Interventional Pain Medicine,Food & Beverage,14819.17
AL,Interventional Pain Medicine,Non-consulting professional services,7600.0
AL,Interventional Pain Medicine,Travel & Lodging,1790.1399999999999
AL,Lactation Consultant,Food & Beverage,62.74
AL,Legal Medicine,Food & Beverage,154.55
AL,Low Vision Rehabilitation,Food & Beverage,805.76
AL,MOHS-Micrographic Surgery,Education,159.14
AL,MOHS-Micrographic Surgery,Food & Beverage,4641.89
AL,Maternal & Fetal Medicine,Food & Beverage,531.0
AL,Maternal & Fetal Medicine,Travel & Lodging,537.73
AL,Medical,Consulting,28279.0
AL,Medical,Education,1476.8
AL,Medical,Food & Beverage,50824.17
AL,Medical,Non-consulting professional services,70712.5
AL,Medical,Other,54.56
AL,Medical,Travel & Lodging,15450.78
AL,Medical Oncology,Consulting,21255.510000000002
AL,Medical Oncology,Device / Supply Loan,249.99
AL,Medical Oncology,Education,1389.18
AL,Medical Oncology,Food & Beverage,28663.98
AL,Medical Oncology,Non-consulting professional services,71727.0
AL,Medical Oncology,Travel & Lodging,7519.46
AL,Medical Toxicology,Food & Beverage,20.99
AL,Medical-Surgical,Food & Beverage,94.41
AL,Neonatal,Food & Beverage,1424.03
AL,Neonatal,Non-consulting professional services,1370.0
AL,"Neonatal, Critical Care",Food & Beverage,273.64
AL,Neonatal-Perinatal Medicine,Consulting,1688.0
AL,Neonatal-Perinatal Medicine,Food & Beverage,968.71
AL,Nephrology,Consulting,81551.96
AL,Nephrology,Education,6327.7699999999995
AL,Nephrology,Food & Beverage,46681.31
AL,Nephrology,Honoraria,18695.0
AL,Nephrology,Non-consulting professional services,137233.0
AL,Nephrology,Travel & Lodging,28016.920000000002
AL,Neuro-ophthalmology,Food & Beverage,1014.74
AL,Neurocritical Care,Food & Beverage,1914.33
AL,Neurocritical Care,Travel & Lodging,1447.92
AL,Neurodevelopmental Disabilities,Food & Beverage,608.0699999999999
AL,Neurological Surgery,Consulting,5185.0
AL,Neurological Surgery,Education,5027.56
AL,Neurological Surgery,Food & Beverage,34083.81
AL,Neurological Surgery,Other,3.85
AL,Neurological Surgery,Royalty / License,72502.15
AL,Neurological Surgery,Travel & Lodging,16545.77
AL,Neurology,Consulting,200888.39
AL,Neurology,Education,723.79
AL,Neurology,Food & Beverage,240341.36
AL,Neurology,Honoraria,24775.0
AL,Neurology,Non-consulting professional services,397041.43
AL,Neurology,Travel & Lodging,60002.01
AL,Neurology with Special Qualifications in Child Neurology,Consulting,11659.66
AL,Neurology with Special Qualifications in Child Neurology,Food & Beverage,8422.33
AL,Neurology with Special Qualifications in Child Neurology,Non-consulting professional services,18600.0
AL,Neurology with Special Qualifications in Child Neurology,Travel & Lodging,1052.23
AL,Neuromuscular Medicine,Food & Beverage,505.81
AL,"Neuromusculoskeletal Medicine, Sports Medicine",Food & Beverage,574.19
AL,Neuroradiology,Food & Beverage,801.65
AL,Neuroradiology,Travel & Lodging,387.35
AL,Neuroscience,Education,8.45
AL,Neuroscience,Food & Beverage,7432.56
AL,Nuclear Cardiology,Food & Beverage,34.120000000000005
AL,Nuclear Medicine,Food & Beverage,495.15999999999997
AL,"Nurse Anesthetist, Certified Registered",Consulting,6562.5
AL,"Nurse Anesthetist, Certified Registered",Education,466.18999999999994
AL,"Nurse Anesthetist, Certified Registered",Food & Beverage,56806.87
AL,"Nurse Anesthetist, Certified Registered",Non-consulting professional services,700.0
AL,"Nurse Anesthetist, Certified Registered",Travel & Lodging,8747.36
AL,Nurse Practitioner,Consulting,9719.83
AL,Nurse Practitioner,Device / Supply Loan,499.98
AL,Nurse Practitioner,Education,10221.869999999999
AL,Nurse Practitioner,Food & Beverage,740876.05
AL,Nurse Practitioner,Non-consulting professional services,35474.5
AL,Nurse Practitioner,Other,808.02
AL,Nurse Practitioner,Travel & Lodging,17790.17
AL,"Obstetric, Inpatient",Food & Beverage,50.53
AL,Obstetrics,Education,312.22
AL,Obstetrics,Food & Beverage,14176.82
AL,Obstetrics & Gynecology,Consulting,221445.91
AL,Obstetrics & Gynecology,Education,85322.55
AL,Obstetrics & Gynecology,Food & Beverage,126957.63
AL,Obstetrics & Gynecology,Non-consulting professional services,20385.65
AL,Obstetrics & Gynecology,Other,43589.56
AL,Obstetrics & Gynecology,Travel & Lodging,33444.23
AL,Occupational Health,Food & Beverage,33.66
AL,Occupational Medicine,Education,8.45
AL,Occupational Medicine,Food & Beverage,4339.25
AL,Occupational Medicine,Non-consulting professional services,1649.2
AL,Oncology,Food & Beverage,81.0
AL,Ophthalmic Plastic and Reconstructive Surgery,Food & Beverage,1075.14
AL,Ophthalmic Plastic and Reconstructive Surgery,Honoraria,5209.68
AL,Ophthalmology,Consulting,33883.0
AL,Ophthalmology,Device / Supply Loan,3994.35
AL,Ophthalmology,Education,549.8100000000001
AL,Ophthalmology,Food & Beverage,78364.69
AL,Ophthalmology,Honoraria,6251.18
AL,Ophthalmology,Non-consulting professional services,4718.5
AL,Ophthalmology,Other,5250.0
AL,Ophthalmology,Travel & Lodging,10152.13
AL,Optometrist,Consulting,67893.24
AL,Optometrist,Education,374.64
AL,Optometrist,Entertainment,5174.47
AL,Optometrist,Food & Beverage,189525.56
AL,Optometrist,Honoraria,1031.81
AL,Optometrist,Non-consulting professional services,42014.32
AL,Optometrist,Other,46888.74
AL,Optometrist,Travel & Lodging,26097.14
AL,Oral & Maxillofacial Surgery,Consulting,6250.0
AL,Oral & Maxillofacial Surgery,Entertainment,181.17000000000002
AL,Oral & Maxillofacial Surgery,Food & Beverage,6397.0
AL,Oral & Maxillofacial Surgery,Honoraria,12.32
AL,Oral & Maxillofacial Surgery,Other,241.37
AL,Oral and Maxillofacial Pathology,Education,43.7
AL,Oral and Maxillofacial Pathology,Food & Beverage,40.6
AL,Oral and Maxillofacial Surgery,Device / Supply Loan,2792.7
AL,Oral and Maxillofacial Surgery,Education,1724.99
AL,Oral and Maxillofacial Surgery,Entertainment,153.07999999999998
AL,Oral and Maxillofacial Surgery,Food & Beverage,8472.7
AL,Oral and Maxillofacial Surgery,Other,389.15
AL,Orthodontics and Dentofacial Orthopedics,Consulting,14370.0
AL,Orthodontics and Dentofacial Orthopedics,Device / Supply Loan,4916.67
AL,Orthodontics and Dentofacial Orthopedics,Education,306.06
AL,Orthodontics and Dentofacial Orthopedics,Food & Beverage,26923.6
AL,Orthodontics and Dentofacial Orthopedics,Honoraria,43582.84
AL,Orthodontics and Dentofacial Orthopedics,Non-consulting professional services,29500.0
AL,Orthodontics and Dentofacial Orthopedics,Other,75210.38
AL,Orthodontics and Dentofacial Orthopedics,Travel & Lodging,157954.52
AL,Orthopaedic Surgery,Consulting,339397.58
AL,Orthopaedic Surgery,Education,18743.36
AL,Orthopaedic Surgery,Entertainment,83.67
AL,Orthopaedic Surgery,Food & Beverage,109527.21
AL,Orthopaedic Surgery,Honoraria,6775.0
AL,Orthopaedic Surgery,Non-consulting professional services,81204.70999999999
AL,Orthopaedic Surgery,Other,4000.0
AL,Orthopaedic Surgery,Royalty / License,3267294.8
AL,Orthopaedic Surgery,Travel & Lodging,157257.71
AL,Orthopaedic Surgery of the Spine,Consulting,82400.0
AL,Orthopaedic Surgery of the Spine,Entertainment,37.08
AL,Orthopaedic Surgery of the Spine,Food & Beverage,16176.66
AL,Orthopaedic Surgery of the Spine,Non-consulting professional services,16142.91
AL,Orthopaedic Surgery of the Spine,Royalty / License,47577.14
AL,Orthopaedic Surgery of the Spine,Travel & Lodging,17899.79
AL,Orthopaedic Trauma,Consulting,8775.0
AL,Orthopaedic Trauma,Food & Beverage,1282.85
AL,Orthopaedic Trauma,Travel & Lodging,52.71
AL,Otolaryngology,Consulting,10050.0
AL,Otolaryngology,Education,2607.94
AL,Otolaryngology,Food & Beverage,36697.4
AL,Otolaryngology,Non-consulting professional services,21743.54
AL,Otolaryngology,Travel & Lodging,13451.92
AL,Otolaryngology/Facial Plastic Surgery,Food & Beverage,3009.27
AL,Otology & Neurotology,Food & Beverage,853.72
AL,Pain Medicine,Consulting,1500.0
AL,Pain Medicine,Food & Beverage,28815.4
AL,Pain Medicine,Travel & Lodging,4954.46
AL,Pediatric Allergy/Immunology,Food & Beverage,264.2
AL,Pediatric Cardiology,Food & Beverage,2018.28
AL,Pediatric Cardiology,Non-consulting professional services,1181.25
AL,Pediatric Cardiology,Travel & Lodging,1353.01
AL,Pediatric Critical Care Medicine,Food & Beverage,728.6800000000001
AL,Pediatric Dentistry,Education,351.98
AL,Pediatric Dentistry,Food & Beverage,1283.5900000000001
AL,Pediatric Dentistry,Honoraria,41.42
AL,Pediatric Dentistry,Travel & Lodging,2869.9300000000003
AL,Pediatric Dermatology,Food & Beverage,193.88
AL,Pediatric Emergency Medicine,Food & Beverage,754.78
AL,Pediatric Emergency Medicine,Travel & Lodging,402.9
AL,Pediatric Endocrinology,Education,905.22
AL,Pediatric Endocrinology,Food & Beverage,7045.65
AL,Pediatric Endocrinology,Non-consulting professional services,3900.0
AL,Pediatric Endocrinology,Travel & Lodging,2890.66
AL,Pediatric Gastroenterology,Consulting,16894.0
AL,Pediatric Gastroenterology,Food & Beverage,2572.9900000000002
AL,Pediatric Gastroenterology,Non-consulting professional services,773.0
AL,Pediatric Gastroenterology,Travel & Lodging,357.26
AL,Pediatric Hematology-Oncology,Consulting,21197.5
AL,Pediatric Hematology-Oncology,Education,111.52
AL,Pediatric Hematology-Oncology,Food & Beverage,2501.69
AL,Pediatric Hematology-Oncology,Grant,50000.0
AL,Pediatric Hematology-Oncology,Non-consulting professional services,26660.0
AL,Pediatric Hematology-Oncology,Travel & Lodging,4832.67
AL,Pediatric Infectious Diseases,Food & Beverage,123.78
AL,Pediatric Nephrology,Consulting,16181.54
AL,Pediatric Nephrology,Food & Beverage,1390.03
AL,Pediatric Nephrology,Honoraria,39912.0
AL,Pediatric Nephrology,Non-consulting professional services,1200.0
AL,Pediatric Nephrology,Travel & Lodging,10016.14
AL,Pediatric Ophthalmology and Strabismus Specialist,Entertainment,19.64
AL,Pediatric Ophthalmology and Strabismus Specialist,Food & Beverage,440.17
AL,Pediatric Orthopaedic Surgery,Consulting,2500.0
AL,Pediatric Orthopaedic Surgery,Food & Beverage,2964.91
AL,Pediatric Orthopaedic Surgery,Travel & Lodging,4901.87
AL,Pediatric Otolaryngology,Food & Beverage,197.53
AL,Pediatric Pathology,Food & Beverage,13.52
AL,Pediatric Pulmonology,Food & Beverage,2760.2
AL,Pediatric Pulmonology,Travel & Lodging,2410.26
AL,Pediatric Radiology,Food & Beverage,232.05
AL,Pediatric Rehabilitation Medicine,Food & Beverage,99.07
AL,Pediatric Rheumatology,Consulting,1537.5
AL,Pediatric Rheumatology,Food & Beverage,222.88
AL,Pediatric Surgery,Food & Beverage,1537.35
AL,Pediatric Surgery,Non-consulting professional services,50.0
AL,Pediatric Surgery,Travel & Lodging,1027.25
AL,Pediatric Transplant Hepatology,Food & Beverage,19.25
AL,Pediatric Urology,Education,3000.0
AL,Pediatric Urology,Food & Beverage,192.67000000000002
AL,Pediatrics,Acquisitions,11801.47
AL,Pediatrics,Consulting,45595.43
AL,Pediatrics,Device / Supply Loan,51.82
AL,Pediatrics,Education,381.02
AL,Pediatrics,Food & Beverage,100874.47
AL,Pediatrics,Grant,800.0
AL,Pediatrics,Non-consulting professional services,31463.0
AL,Pediatrics,Travel & Lodging,30102.5
AL,"Pediatrics, Critical Care",Food & Beverage,763.1
AL,Periodontics,Education,434.35
AL,Periodontics,Entertainment,500.0
AL,Periodontics,Food & Beverage,3613.09
AL,Periodontics,Non-consulting professional services,9336.86
AL,Periodontics,Other,558.0
AL,Periodontics,Travel & Lodging,779.98
AL,Phlebology,Food & Beverage,95.32
AL,Physical Medicine & Rehabilitation,Consulting,3875.0
AL,Physical Medicine & Rehabilitation,Education,2053.62
AL,Physical Medicine & Rehabilitation,Food & Beverage,18727.55
AL,Physical Medicine & Rehabilitation,Non-consulting professional services,7587.37
AL,Physical Medicine & Rehabilitation,Travel & Lodging,3892.05
AL,Physician Assistant,Consulting,23616.92
AL,Physician Assistant,Education,6687.62
AL,Physician Assistant,Entertainment,13.21
AL,Physician Assistant,Food & Beverage,252921.62
AL,Physician Assistant,Non-consulting professional services,128147.0
AL,Physician Assistant,Royalty / License,2443.2799999999997
AL,Physician Assistant,Travel & Lodging,39729.5
AL,Plastic Surgery,Consulting,1837.5
AL,Plastic Surgery,Food & Beverage,13086.32
AL,Plastic Surgery,Non-consulting professional services,13415.8
AL,Plastic Surgery,Travel & Lodging,7928.03
AL,Plastic Surgery Within the Head and Neck,Food & Beverage,693.71
AL,Plastic Surgery Within the Head and Neck,Travel & Lodging,236.01
AL,Plastic Surgery within the Head & Neck,Food & Beverage,3145.67
AL,Plastic Surgery within the Head & Neck,Travel & Lodging,9589.49
AL,Plastic and Reconstructive Surgery,Food & Beverage,4867.26
AL,Plastic and Reconstructive Surgery,Honoraria,2937.0
AL,Plastic and Reconstructive Surgery,Non-consulting professional services,1500.0
AL,Podiatrist,Consulting,4900.0
AL,Podiatrist,Food & Beverage,10530.0
AL,Podiatrist,Other,462.16
AL,Podiatrist,Travel & Lodging,9516.04
AL,Preventive Medicine/Occupational Environmental Medicine,Food & Beverage,95.22
AL,Primary Care,Consulting,568.75
AL,Primary Care,Education,551.25
AL,Primary Care,Food & Beverage,40432.66
AL,Primary Care,Other,700.0
AL,Primary Care,Travel & Lodging,238.26
AL,Primary Podiatric Medicine,Education,2.63
AL,Primary Podiatric Medicine,Food & Beverage,965.98
AL,Procedural Dermatology,Consulting,3200.0
AL,Procedural Dermatology,Education,4599.25
AL,Procedural Dermatology,Food & Beverage,6574.09
AL,Procedural Dermatology,Non-consulting professional services,3600.0
AL,Prosthodontics,Education,156.35
AL,Prosthodontics,Entertainment,28.1
AL,Prosthodontics,Food & Beverage,930.5400000000001
AL,Prosthodontics,Honoraria,3000.0
AL,Prosthodontics,Other,3243.06
AL,Prosthodontics,Travel & Lodging,174.22
AL,Psychiatric/Mental Health,Consulting,9169.25
AL,Psychiatric/Mental Health,Education,2144.31
AL,Psychiatric/Mental Health,Food & Beverage,172672.12
AL,Psychiatric/Mental Health,Non-consulting professional services,93199.5
AL,Psychiatric/Mental Health,Travel & Lodging,14802.5
AL,"Psychiatric/Mental Health, Adult",Food & Beverage,249.71
AL,Psychiatry,Consulting,106265.32
AL,Psychiatry,Education,809.14
AL,Psychiatry,Food & Beverage,132880.96
AL,Psychiatry,Non-consulting professional services,549435.5
AL,Psychiatry,Travel & Lodging,57222.4
AL,Public Health & General Preventive Medicine,Food & Beverage,135.55
AL,Public Medicine,Food & Beverage,20.08
AL,Pulmonary Disease,Consulting,128793.64
AL,Pulmonary Disease,Education,25864.78
AL,Pulmonary Disease,Food & Beverage,96273.38
AL,Pulmonary Disease,Non-consulting professional services,78053.66
AL,Pulmonary Disease,Travel & Lodging,25440.44
AL,Radiation Oncology,Consulting,46592.5
AL,Radiation Oncology,Education,168.1
AL,Radiation Oncology,Food & Beverage,25577.61
AL,Radiation Oncology,Non-consulting professional services,33800.0
AL,Radiation Oncology,Other,3025.0
AL,Radiation Oncology,Travel & Lodging,20637.64
AL,Registered Nurse,Food & Beverage,3645.03
AL,Rehabilitation,Food & Beverage,16.76
AL,Reproductive Endocrinology,Consulting,5346.88
AL,Reproductive Endocrinology,Food & Beverage,2367.7
AL,Reproductive Endocrinology,Travel & Lodging,394.6
AL,Retina Specialist,Consulting,3003.0
AL,Retina Specialist,Food & Beverage,5640.16
AL,Retina Specialist,Non-consulting professional services,850.0
